Date,Vessel,DWT,Origin,Destination,Cargo,Quantity,Rate,Laycan,Contract type
2025-09-01,Cape Voyager,154438,Vostochny (Far East),Haldia,Coal,141605,22.17,2025-09-17/2025-09-20,Spot
2021-10-22,Sea Voyager,158344,Baltimore,Vizag,Coal,145004,30.97,2021-10-29/2021-11-04,Spot
2022-04-20,Silver Pride,171935,Muara Pantai,Vizag,Coal,150683,10.93,2022-05-04/2022-05-10,Time Charter
2023-06-14,Sea Glory,75067,New Orleans,Paradip,Coal,69227,30.65,2023-07-05/2023-07-12,Time Charter
2020-08-28,Southern Spirit,174143,Samarinda,Gangavaram,Coal,151477,9.29,2020-09-10/2020-09-17,Spot
2025-04-04,Cape Spirit,158071,Vostochny (Far East),Haldia,Coal,148645,22.06,2025-04-14/2025-04-18,Spot
2020-12-26,Trade Progress,166722,Gladstone,Gopalpur,Coal,146185,16.52,2021-01-10/2021-01-14,Time Charter
2024-02-09,Western Phoenix,74541,New Orleans,Gangavaram,Coal,65482,33.45,2024-02-17/2024-02-21,Spot
2021-04-25,Ocean Trader,79900,Taboneo,Paradip,Coal,75288,10.05,2021-05-14/2021-05-17,Time Charter
2022-11-16,Eastern Progress,75032,Vostochny (Far East),Dhamra,Coal,66498,20.98,2022-12-07/2022-12-10,Spot
2022-01-20,Sea Horizon,171908,Samarinda,Haldia,Coal,151407,9.26,2022-02-10/2022-02-14,Spot
2022-12-16,Crown Horizon,74629,Newcastle,Dhamra,Coal,69979,16.69,2023-01-05/2023-01-10,Spot
2023-07-14,Ocean Phoenix,78495,Hay Point,Paradip,Coal,73176,15.57,2023-07-21/2023-07-28,Spot
2024-10-06,Silver Eagle,179734,Samarinda,Dhamra,Coal,159529,11.74,2024-10-19/2024-10-26,Spot
2024-01-10,Atlantic Endeavour,167297,Nacala,Gopalpur,Coal,159001,26.12,2024-01-17/2024-01-21,COA
2020-08-28,Star Phoenix,173466,Newcastle,Paradip,Coal,164567,17.26,2020-09-09/2020-09-12,Spot
2023-03-16,Ocean Harmony,177007,Nacala,Gopalpur,Coal,162964,20.96,2023-03-26/2023-04-01,Spot
2021-02-24,Golden Discovery,160186,Samarinda,Gopalpur,Coal,140904,11.37,2021-03-03/2021-03-10,Time Charter
2024-06-08,Blue Voyager,77076,Taboneo,Gangavaram,Coal,66335,9.91,2024-06-20/2024-06-24,Spot
2022-11-16,Global Venture,78049,Beira,Gangavaram,Coal,70370,21.09,2022-11-23/2022-11-26,Time Charter
2025-05-04,Blue Endeavour,165819,Ust-Luga (Baltic),Haldia,Coal,154757,21.52,2025-05-23/2025-05-29,Spot
2024-10-06,Grand Venture,78235,Muara Pantai,Vizag,Coal,67129,9.67,2024-10-17/2024-10-24,Time Charter
2022-06-19,Northern Endeavour,79799,Hay Point,Paradip,Coal,69455,15.75,2022-07-10/2022-07-15,COA
2025-02-03,Western Discovery,76661,Nacala,Dhamra,Coal,68797,17.55,2025-02-16/2025-02-22,Spot
2024-11-05,Sea Phoenix,151329,Hampton Roads,Vizag,Coal,130438,32.14,2024-11-13/2024-11-17,Spot
2021-07-24,Northern Falcon,158246,Nacala,Paradip,Coal,146946,21.23,2021-08-03/2021-08-06,COA
2021-01-25,Eastern Discovery,176303,Ust-Luga (Baltic),Vizag,Coal,160722,21.75,2021-02-12/2021-02-16,Spot
2022-10-17,Crown Voyager,155715,Hampton Roads,Gopalpur,Coal,141280,33.08,2022-10-31/2022-11-06,Spot
2021-09-22,Sea Legacy,157984,Vostochny (Far East),Haldia,Coal,143482,24.59,2021-10-02/2021-10-08,Time Charter
2022-03-21,Global Pride,79262,Ust-Luga (Baltic),Paradip,Coal,72176,24.11,2022-04-04/2022-04-09,Time Charter
2021-04-25,Sea Glory,161064,New Orleans,Vizag,Coal,143859,29.14,2021-05-09/2021-05-12,Spot
2021-09-22,Cape Phoenix,75035,Ust-Luga (Baltic),Dhamra,Coal,66197,22.98,2021-10-04/2021-10-09,Time Charter
2021-03-26,Global Discovery,169208,Ust-Luga (Baltic),Gangavaram,Coal,147530,25.1,2021-04-04/2021-04-09,Spot
2021-09-22,Global Fortune,77151,Beira,Gopalpur,Coal,66578,22.02,2021-10-10/2021-10-14,Spot
2020-12-26,Atlantic Harmony,77968,Dalrymple Bay,Haldia,Coal,71693,14.62,2021-01-02/2021-01-09,COA
2024-07-08,Global Pride,80825,Nacala,Vizag,Coal,77051,23.19,2024-07-23/2024-07-30,COA
2020-10-27,Western Harmony,177858,Samarinda,Haldia,Coal,152135,10.58,2020-11-15/2020-11-22,Time Charter
2022-06-19,Coral Pride,178643,Novorossiysk (Black Sea),Dhamra,Coal,172147,22.22,2022-07-01/2022-07-07,Spot
2024-07-08,Atlantic Harmony,153975,Nacala,Gopalpur,Coal,148829,22.95,2024-07-29/2024-08-02,Spot
2021-06-24,Cape Fortune,81479,Ust-Luga (Baltic),Gopalpur,Coal,76622,25.57,2021-07-01/2021-07-08,COA
2025-04-04,Northern Glory,76075,Newcastle,Paradip,Coal,73103,16.41,2025-04-22/2025-04-28,Spot
2020-05-30,Crown Harmony,81949,Baltimore,Gopalpur,Coal,75908,30.59,2020-06-08/2020-06-11,Spot
2023-12-11,Sea Progress,76782,Gladstone,Paradip,Coal,67658,14.79,2023-12-18/2023-12-25,Spot
2023-06-14,Global Discovery,157425,Beira,Vizag,Coal,151079,21.24,2023-07-03/2023-07-09,Spot
2020-04-30,Eastern Horizon,78957,Beira,Dhamra,Coal,67504,21.13,2020-05-16/2020-05-23,Spot
2025-07-03,Atlantic Falcon,78544,Beira,Haldia,Coal,70885,22.23,2025-07-23/2025-07-28,Spot
2021-12-21,Ocean Trader,181256,Muara Pantai,Dhamra,Coal,167007,10.43,2022-01-10/2022-01-17,COA
2023-02-14,Western Spirit,179154,Nacala,Dhamra,Coal,161421,20.83,2023-03-05/2023-03-08,Spot
2023-01-15,Golden Discovery,77502,Muara Pantai,Haldia,Coal,72366,10.36,2023-01-27/2023-02-02,Time Charter
2025-07-03,Coral Eagle,76747,Ust-Luga (Baltic),Paradip,Coal,70739,23.26,2025-07-22/2025-07-25,Spot
2022-03-21,Sea Venture,175601,Beira,Haldia,Coal,166579,17.74,2022-04-04/2022-04-07,Time Charter
2025-10-01,Southern Spirit,180742,Beira,Gangavaram,Coal,153767,21.83,2025-10-17/2025-10-22,Spot
2022-06-19,Crown Pioneer,78815,Muara Pantai,Paradip,Coal,75515,10.26,2022-06-26/2022-06-30,Spot
2020-11-26,Cape Fortune,176370,Newcastle,Paradip,Coal,160356,15.14,2020-12-17/2020-12-20,Time Charter
2025-07-03,Trade Discovery,79417,Newcastle,Dhamra,Coal,71842,19.0,2025-07-17/2025-07-22,Time Charter
2023-01-15,Southern Discovery,76334,Beira,Gangavaram,Coal,67432,23.85,2023-01-25/2023-02-01,Spot
2025-02-03,Sea Pioneer,151912,Muara Pantai,Haldia,Coal,135011,11.12,2025-02-14/2025-02-21,Spot
2024-04-09,Atlantic Discovery,78953,Nacala,Haldia,Coal,70956,21.95,2024-04-18/2024-04-25,Spot
2024-12-05,Golden Falcon,157814,Hampton Roads,Dhamra,Coal,145391,32.43,2024-12-24/2024-12-31,Time Charter
2021-10-22,Grand Trader,75408,Samarinda,Dhamra,Coal,71994,8.75,2021-11-03/2021-11-09,Spot
2024-06-08,Cape Progress,81466,Muara Pantai,Paradip,Coal,70986,9.82,2024-06-20/2024-06-25,COA
2020-01-31,Northern Legacy,81762,Nacala,Gangavaram,Coal,78571,23.25,2020-02-17/2020-02-20,Spot
2022-12-16,Blue Navigator,81818,Ust-Luga (Baltic),Vizag,Coal,74016,25.37,2022-12-25/2022-12-28,Time Charter
2020-06-29,Grand Falcon,75290,Hampton Roads,Gangavaram,Coal,69634,31.79,2020-07-15/2020-07-20,Spot
2023-02-14,Star Trader,161301,Beira,Gangavaram,Coal,146644,20.6,2023-02-27/2023-03-06,Spot
2021-12-21,Star Falcon,79287,Baltimore,Gangavaram,Coal,75217,27.53,2022-01-04/2022-01-09,Time Charter
2021-08-23,Royal Voyager,74153,Muara Pantai,Paradip,Coal,63319,11.01,2021-08-30/2021-09-03,Time Charter
2021-01-25,Grand Progress,162582,Vostochny (Far East),Gopalpur,Coal,143432,22.01,2021-02-06/2021-02-09,Spot
2022-02-19,Coral Spirit,166806,Hay Point,Dhamra,Coal,157634,15.1,2022-03-08/2022-03-14,Spot
2022-07-19,Pacific Venture,79416,Baltimore,Vizag,Coal,73131,34.69,2022-08-09/2022-08-12,Time Charter
2021-01-25,Golden Falcon,75876,Dalrymple Bay,Vizag,Coal,71821,15.26,2021-02-04/2021-02-08,Spot
2020-08-28,Star Harmony,79709,Nacala,Gangavaram,Coal,77224,18.33,2020-09-04/2020-09-11,Spot
2021-03-26,Blue Harmony,158440,New Orleans,Vizag,Coal,140504,37.67,2021-04-10/2021-04-17,Spot
2022-11-16,Silver Navigator,78742,Beira,Dhamra,Coal,72281,23.01,2022-11-30/2022-12-03,Spot
2021-12-21,Western Harmony,150262,Dalrymple Bay,Dhamra,Coal,132132,16.33,2022-01-02/2022-01-09,COA
2025-09-01,Trade Harmony,175163,Hampton Roads,Gangavaram,Coal,163371,31.2,2025-09-18/2025-09-21,COA
2023-05-15,Atlantic Phoenix,173288,Gladstone,Dhamra,Coal,155642,16.76,2023-06-01/2023-06-06,Spot
2022-07-19,Eastern Progress,157546,Novorossiysk (Black Sea),Vizag,Coal,143247,23.37,2022-08-04/2022-08-10,Time Charter
2020-11-26,Golden Voyager,80671,Hay Point,Gopalpur,Coal,77781,16.86,2020-12-08/2020-12-11,Spot
2021-06-24,Western Venture,171108,Samarinda,Haldia,Coal,154005,12.86,2021-07-03/2021-07-06,COA
2025-09-01,Global Glory,76771,Beira,Gangavaram,Coal,70225,18.48,2025-09-12/2025-09-15,Spot
2021-11-21,Trade Horizon,173048,Ust-Luga (Baltic),Gangavaram,Coal,163267,28.56,2021-12-09/2021-12-14,COA
2023-07-14,Silver Spirit,166912,Newcastle,Dhamra,Coal,159985,17.55,2023-08-04/2023-08-09,Time Charter
2020-01-01,Star Eagle,175242,Hampton Roads,Dhamra,Coal,162691,33.77,2020-01-14/2020-01-21,Spot
2021-10-22,Crown Progress,173902,Baltimore,Paradip,Coal,151728,29.78,2021-11-03/2021-11-09,Spot
2022-02-19,Crown Navigator,160032,New Orleans,Paradip,Coal,144383,30.05,2022-03-01/2022-03-04,COA
2021-06-24,Grand Endeavour,75167,New Orleans,Paradip,Coal,71461,31.28,2021-07-14/2021-07-18,COA
2025-10-31,Bay Falcon,80416,Beira,Haldia,Coal,76733,20.52,2025-11-17/2025-11-21,Time Charter
2020-03-01,Star Spirit,179404,Samarinda,Gopalpur,Coal,168787,9.62,2020-03-12/2020-03-19,Time Charter
2020-01-31,Trade Glory,161513,Samarinda,Dhamra,Coal,155360,11.29,2020-02-07/2020-02-11,Spot
2022-10-17,Trade Navigator,153407,Vostochny (Far East),Gangavaram,Coal,148457,24.5,2022-10-30/2022-11-02,Spot
2023-01-15,Golden Falcon,80276,Hampton Roads,Haldia,Coal,77847,37.0,2023-01-22/2023-01-28,Spot
2021-03-26,Grand Glory,175655,Novorossiysk (Black Sea),Paradip,Coal,159921,24.58,2021-04-05/2021-04-10,Spot
2024-07-08,Blue Legacy,154000,Newcastle,Haldia,Coal,143773,19.36,2024-07-19/2024-07-23,COA
2022-05-20,Crown Progress,168076,Beira,Paradip,Coal,153494,22.66,2022-06-01/2022-06-08,Time Charter
2022-01-20,Pacific Spirit,153320,Baltimore,Gangavaram,Coal,135853,34.96,2022-02-07/2022-02-11,Spot
2021-01-25,Coral Progress,75191,Newcastle,Dhamra,Coal,64006,16.15,2021-02-01/2021-02-05,Spot
2024-05-09,Western Endeavour,78866,Beira,Paradip,Coal,72088,23.53,2024-05-29/2024-06-03,Spot
2020-03-31,Northern Eagle,171249,Hampton Roads,Vizag,Coal,162814,29.97,2020-04-21/2020-04-25,Spot
2023-04-15,Coral Voyager,160698,Beira,Gopalpur,Coal,154616,22.46,2023-05-02/2023-05-09,Spot
2022-05-20,Star Harmony,169321,Muara Pantai,Vizag,Coal,155877,8.59,2022-06-02/2022-06-05,Spot
2024-02-09,Crown Eagle,180255,Taboneo,Haldia,Coal,167827,10.25,2024-02-22/2024-02-29,COA
2020-03-01,Eastern Falcon,181412,Newcastle,Paradip,Coal,161237,16.62,2020-03-22/2020-03-26,Time Charter
2025-10-31,Royal Harmony,80087,Nacala,Gopalpur,Coal,77033,20.88,2025-11-17/2025-11-24,Spot
2023-05-15,Ocean Pioneer,81888,Ust-Luga (Baltic),Gangavaram,Coal,73282,22.49,2023-05-31/2023-06-03,Spot
2020-03-31,Silver Glory,75269,Muara Pantai,Gopalpur,Coal,65622,9.97,2020-04-09/2020-04-15,COA
2024-04-09,Crown Legacy,74619,Nacala,Gangavaram,Coal,69420,19.15,2024-04-26/2024-05-01,Spot
2022-08-18,Ocean Legacy,80432,Nacala,Gopalpur,Coal,72378,19.23,2022-09-03/2022-09-08,Spot
2021-12-21,Royal Endeavour,170126,Taboneo,Paradip,Coal,156714,10.0,2021-12-28/2022-01-04,Spot
2021-04-25,Atlantic Progress,150783,Hay Point,Paradip,Coal,141290,15.19,2021-05-08/2021-05-13,Time Charter
2021-05-25,Trade Trader,153929,Samarinda,Gangavaram,Coal,138445,10.32,2021-06-08/2021-06-14,COA
2020-01-31,Ocean Legacy,164595,Nacala,Dhamra,Coal,153312,19.01,2020-02-09/2020-02-15,Time Charter
2023-01-15,Sea Progress,161801,Dalrymple Bay,Vizag,Coal,142026,15.88,2023-01-26/2023-01-31,COA
2022-01-20,Crown Pioneer,168949,Taboneo,Gangavaram,Coal,149252,9.02,2022-01-31/2022-02-06,Spot
2022-08-18,Coral Endeavour,167418,Dalrymple Bay,Gopalpur,Coal,142770,16.18,2022-09-05/2022-09-08,COA
2022-07-19,Eastern Endeavour,77044,Newcastle,Vizag,Coal,70683,17.8,2022-08-06/2022-08-10,Time Charter
2025-04-04,Blue Eagle,74739,Beira,Vizag,Coal,69226,23.37,2025-04-11/2025-04-15,COA
2023-04-15,Blue Legacy,75728,Gladstone,Vizag,Coal,73230,13.67,2023-05-01/2023-05-06,Spot
2025-10-31,Pacific Glory,151080,Ust-Luga (Baltic),Dhamra,Coal,135927,21.06,2025-11-17/2025-11-23,Time Charter
2021-03-26,Coral Horizon,81268,Taboneo,Gopalpur,Coal,70042,10.68,2021-04-15/2021-04-18,Spot
2025-09-01,Royal Progress,80825,Baltimore,Gangavaram,Coal,75571,28.73,2025-09-11/2025-09-16,Spot
2023-03-16,Western Fortune,74709,Samarinda,Dhamra,Coal,65140,10.71,2023-03-25/2023-04-01,Time Charter
2020-11-26,Grand Voyager,178434,Nacala,Gopalpur,Coal,171422,22.52,2020-12-15/2020-12-21,Spot
2025-05-04,Pacific Endeavour,79781,Vostochny (Far East),Vizag,Coal,70323,20.29,2025-05-11/2025-05-17,Spot
2024-02-09,Golden Legacy,78568,Nacala,Haldia,Coal,68279,20.99,2024-02-16/2024-02-22,Time Charter
2023-03-16,Star Phoenix,160900,Newcastle,Paradip,Coal,139919,16.73,2023-03-24/2023-03-29,Spot
2022-09-17,Golden Endeavour,77634,Novorossiysk (Black Sea),Gangavaram,Coal,66851,25.88,2022-10-04/2022-10-11,Spot
2025-10-31,Ocean Legacy,158438,Baltimore,Haldia,Coal,141165,26.64,2025-11-09/2025-11-16,Time Charter
2025-10-01,Northern Pioneer,81744,Baltimore,Paradip,Coal,75601,32.38,2025-10-09/2025-10-15,Spot
2020-09-27,Golden Falcon,169322,Nacala,Vizag,Coal,149275,18.62,2020-10-18/2020-10-25,Spot
2022-02-19,Atlantic Horizon,75852,Novorossiysk (Black Sea),Gopalpur,Coal,69753,19.98,2022-03-11/2022-03-14,Time Charter
2022-03-21,Sea Endeavour,81521,Nacala,Vizag,Coal,73329,19.72,2022-04-08/2022-04-11,Spot
2024-11-05,Pacific Navigator,177701,Novorossiysk (Black Sea),Haldia,Coal,155879,23.93,2024-11-25/2024-11-28,Spot
2024-04-09,Sea Voyager,158449,Nacala,Gopalpur,Coal,147315,21.83,2024-04-24/2024-04-29,Spot
2024-08-07,Crown Eagle,76269,Samarinda,Haldia,Coal,71179,9.5,2024-08-19/2024-08-22,Time Charter
2024-01-10,Silver Pride,74293,Novorossiysk (Black Sea),Paradip,Coal,68015,22.61,2024-01-30/2024-02-06,Spot
2020-01-31,Western Progress,164176,Beira,Gangavaram,Coal,157253,21.82,2020-02-20/2020-02-25,Spot
2021-03-26,Atlantic Phoenix,152644,Ust-Luga (Baltic),Haldia,Coal,132522,19.88,2021-04-08/2021-04-11,Time Charter
2023-02-14,Silver Harmony,79631,Nacala,Paradip,Coal,70840,20.94,2023-03-02/2023-03-06,Spot
2024-04-09,Bay Fortune,81124,Hay Point,Paradip,Coal,72305,18.11,2024-04-30/2024-05-03,Spot
2021-02-24,Pacific Fortune,177327,Nacala,Gopalpur,Coal,157665,18.22,2021-03-16/2021-03-20,Time Charter
2021-04-25,Atlantic Legacy,161150,Newcastle,Haldia,Coal,149109,19.53,2021-05-16/2021-05-22,COA
2021-12-21,Global Spirit,165817,Hampton Roads,Haldia,Coal,145494,29.55,2022-01-09/2022-01-14,Time Charter
2024-07-08,Eastern Venture,77794,Novorossiysk (Black Sea),Dhamra,Coal,67055,20.51,2024-07-23/2024-07-30,COA
2024-06-08,Star Navigator,171806,Hay Point,Paradip,Coal,160942,16.04,2024-06-25/2024-07-01,Spot
2022-12-16,Western Fortune,172370,New Orleans,Gangavaram,Coal,152449,26.46,2022-12-24/2022-12-27,Spot
2023-09-12,Grand Falcon,180692,Nacala,Gangavaram,Coal,153591,20.79,2023-09-24/2023-09-29,Spot
2025-02-03,Global Falcon,169048,Newcastle,Paradip,Coal,162233,16.66,2025-02-21/2025-02-24,COA
2025-01-04,Golden Navigator,151243,Muara Pantai,Haldia,Coal,128689,8.9,2025-01-15/2025-01-21,Spot
2022-01-20,Grand Venture,150863,Baltimore,Paradip,Coal,144310,31.53,2022-01-30/2022-02-04,Spot
2021-04-25,Global Horizon,181878,New Orleans,Gangavaram,Coal,167666,36.65,2021-05-16/2021-05-23,Spot
2023-07-14,Global Voyager,81268,Baltimore,Paradip,Coal,73693,29.84,2023-07-24/2023-07-31,Spot
2021-08-23,Sea Discovery,160785,Gladstone,Paradip,Coal,142217,15.96,2021-09-02/2021-09-05,Time Charter
2021-08-23,Grand Legacy,78117,Beira,Gopalpur,Coal,75454,22.6,2021-09-04/2021-09-11,Spot
2020-08-28,Coral Horizon,78273,Muara Pantai,Paradip,Coal,70494,9.42,2020-09-10/2020-09-13,Spot
2023-08-13,Sea Progress,78959,Ust-Luga (Baltic),Gangavaram,Coal,67130,23.72,2023-08-22/2023-08-26,COA
2023-02-14,Sea Venture,78130,Muara Pantai,Vizag,Coal,75726,11.64,2023-02-24/2023-02-27,COA
2021-07-24,Bay Legacy,163728,Baltimore,Gangavaram,Coal,150328,36.68,2021-08-04/2021-08-11,Spot
2023-02-14,Eastern Trader,79269,Vostochny (Far East),Paradip,Coal,68462,21.28,2023-03-05/2023-03-12,COA
2024-09-06,Bay Trader,173052,Nacala,Gopalpur,Coal,164467,22.91,2024-09-14/2024-09-18,Spot
2020-01-31,Royal Endeavour,76429,Nacala,Vizag,Coal,68599,19.86,2020-02-19/2020-02-26,Spot
2023-09-12,Blue Endeavour,74782,Muara Pantai,Gangavaram,Coal,71911,11.19,2023-09-20/2023-09-25,Spot
2020-01-01,Southern Venture,173428,Baltimore,Paradip,Coal,165420,30.09,2020-01-17/2020-01-23,Time Charter
2025-10-31,Star Pride,75714,Hampton Roads,Haldia,Coal,64462,29.19,2025-11-08/2025-11-12,COA
2020-03-31,Cape Voyager,178387,Hampton Roads,Dhamra,Coal,168463,35.65,2020-04-14/2020-04-20,Time Charter
2024-02-09,Global Legacy,162895,Vostochny (Far East),Paradip,Coal,140799,27.38,2024-02-20/2024-02-25,Spot
2024-01-10,Eastern Trader,79179,Baltimore,Haldia,Coal,76032,32.25,2024-01-21/2024-01-27,Time Charter
2022-05-20,Grand Fortune,171325,Gladstone,Vizag,Coal,154392,14.19,2022-06-02/2022-06-09,Spot
2020-05-30,Atlantic Harmony,162565,Beira,Gangavaram,Coal,157183,20.98,2020-06-17/2020-06-23,COA
2021-06-24,Southern Horizon,165803,Vostochny (Far East),Paradip,Coal,154829,24.33,2021-07-15/2021-07-22,Spot
2020-01-31,Trade Navigator,79561,Dalrymple Bay,Dhamra,Coal,70485,15.96,2020-02-07/2020-02-13,Time Charter
2024-08-07,Northern Legacy,174974,Baltimore,Gangavaram,Coal,164004,31.27,2024-08-28/2024-09-02,Spot
2020-05-30,Crown Fortune,78267,Muara Pantai,Haldia,Coal,74212,8.19,2020-06-12/2020-06-15,Time Charter
2023-05-15,Bay Harmony,76796,New Orleans,Paradip,Coal,70034,28.26,2023-05-31/2023-06-05,Spot
2024-03-10,Global Horizon,79577,Baltimore,Vizag,Coal,74356,30.47,2024-03-19/2024-03-23,Time Charter
2023-03-16,Royal Trader,155417,Ust-Luga (Baltic),Dhamra,Coal,144023,21.8,2023-03-30/2023-04-05,Spot
2020-03-01,Atlantic Phoenix,75389,Ust-Luga (Baltic),Haldia,Coal,66193,21.59,2020-03-21/2020-03-28,Time Charter
2023-07-14,Global Discovery,79233,Taboneo,Haldia,Coal,73345,9.81,2023-07-21/2023-07-25,Spot
2025-03-05,Crown Harmony,79551,Baltimore,Gangavaram,Coal,73391,32.17,2025-03-25/2025-03-31,Spot
2021-10-22,Star Phoenix,151927,Muara Pantai,Gangavaram,Coal,144309,9.64,2021-10-30/2021-11-05,Spot
2020-04-30,Silver Horizon,165038,Taboneo,Dhamra,Coal,148578,9.56,2020-05-14/2020-05-17,Spot
2022-03-21,Star Discovery,176165,Baltimore,Haldia,Coal,154119,35.41,2022-03-31/2022-04-05,Time Charter
2024-09-06,Grand Falcon,160493,Samarinda,Vizag,Coal,152184,10.37,2024-09-20/2024-09-24,Spot
2021-07-24,Bay Phoenix,177155,Newcastle,Gopalpur,Coal,161925,15.67,2021-08-13/2021-08-20,Spot
2022-05-20,Sea Trader,74748,Beira,Gopalpur,Coal,66339,18.19,2022-06-05/2022-06-10,Spot
2020-06-29,Global Progress,156454,Beira,Vizag,Coal,138918,18.42,2020-07-07/2020-07-13,Time Charter
2024-10-06,Golden Eagle,78816,Taboneo,Dhamra,Coal,67506,10.05,2024-10-25/2024-10-30,Time Charter
2022-11-16,Golden Fortune,80914,Muara Pantai,Haldia,Coal,71336,12.01,2022-12-05/2022-12-09,Time Charter
2024-01-10,Silver Venture,171249,Samarinda,Haldia,Coal,146326,13.16,2024-01-31/2024-02-03,COA
2020-04-30,Northern Falcon,156189,Vostochny (Far East),Gopalpur,Coal,145898,24.03,2020-05-16/2020-05-23,Spot
2022-04-20,Royal Pride,167944,Ust-Luga (Baltic),Gopalpur,Coal,162034,23.83,2022-04-30/2022-05-04,Spot
2022-03-21,Grand Legacy,77564,Samarinda,Haldia,Coal,72894,10.39,2022-03-28/2022-04-04,Time Charter
2020-11-26,Bay Legacy,151870,Hay Point,Gopalpur,Coal,144049,17.62,2020-12-09/2020-12-13,Time Charter
2021-07-24,Golden Pioneer,170981,Ust-Luga (Baltic),Paradip,Coal,155450,18.89,2021-08-13/2021-08-20,Spot
2022-08-18,Northern Legacy,177496,Baltimore,Gangavaram,Coal,170035,29.01,2022-08-27/2022-08-30,Time Charter
2025-03-05,Royal Eagle,77311,Nacala,Vizag,Coal,70884,20.6,2025-03-17/2025-03-23,Spot
2021-12-21,Ocean Pioneer,75691,Muara Pantai,Gopalpur,Coal,72186,11.07,2021-12-28/2022-01-01,Time Charter
2020-06-29,Pacific Endeavour,159414,Taboneo,Vizag,Coal,145458,10.05,2020-07-13/2020-07-19,Spot
2024-08-07,Atlantic Eagle,74168,Gladstone,Vizag,Coal,67026,17.59,2024-08-15/2024-08-22,Spot
2024-01-10,Eastern Pride,74562,Hampton Roads,Gopalpur,Coal,66460,29.04,2024-01-18/2024-01-24,Spot
2021-12-21,Golden Eagle,169484,Baltimore,Gangavaram,Coal,157768,28.37,2022-01-10/2022-01-13,Spot
2020-05-30,Cape Phoenix,81662,Newcastle,Gangavaram,Coal,70962,16.74,2020-06-09/2020-06-13,Time Charter
2022-01-20,Golden Spirit,79226,Beira,Dhamra,Coal,73459,20.15,2022-02-10/2022-02-15,Time Charter
2022-10-17,Coral Legacy,74168,Muara Pantai,Vizag,Coal,70729,11.35,2022-10-27/2022-10-31,COA
2023-06-14,Trade Discovery,77532,Muara Pantai,Gopalpur,Coal,68709,8.93,2023-06-24/2023-07-01,Spot
2024-09-06,Northern Pioneer,173203,Gladstone,Gangavaram,Coal,165252,17.02,2024-09-15/2024-09-21,Spot
2024-11-05,Trade Pride,176335,Ust-Luga (Baltic),Vizag,Coal,151453,19.63,2024-11-20/2024-11-23,Spot
2023-05-15,Western Horizon,154874,Nacala,Dhamra,Coal,140195,20.53,2023-05-29/2023-06-05,Spot
2023-03-16,Grand Venture,76777,Vostochny (Far East),Dhamra,Coal,67333,19.99,2023-03-23/2023-03-26,COA
2024-05-09,Golden Harmony,178442,Ust-Luga (Baltic),Paradip,Coal,156153,26.62,2024-05-23/2024-05-26,Spot
2021-02-24,Grand Navigator,172212,Taboneo,Vizag,Coal,150063,9.83,2021-03-06/2021-03-12,Spot
2025-02-03,Eastern Phoenix,153563,Baltimore,Haldia,Coal,144293,34.82,2025-02-17/2025-02-20,Spot
2020-09-27,Trade Legacy,80409,Gladstone,Haldia,Coal,73675,19.2,2020-10-15/2020-10-22,Time Charter
2020-07-29,Western Eagle,156747,Baltimore,Vizag,Coal,144831,36.05,2020-08-17/2020-08-21,COA
2021-02-24,Star Progress,170639,Newcastle,Paradip,Coal,147053,16.94,2021-03-16/2021-03-20,Spot
2020-03-31,Golden Pride,76700,Ust-Luga (Baltic),Gopalpur,Coal,74046,22.91,2020-04-09/2020-04-14,Time Charter
2020-05-30,Crown Voyager,74021,Ust-Luga (Baltic),Gangavaram,Coal,64123,23.33,2020-06-17/2020-06-20,COA
2024-07-08,Golden Eagle,78616,Muara Pantai,Haldia,Coal,74896,11.67,2024-07-18/2024-07-22,Time Charter
2022-09-17,Atlantic Harmony,76093,Taboneo,Paradip,Coal,70626,11.69,2022-10-04/2022-10-09,Spot
2021-06-24,Western Pride,151092,Ust-Luga (Baltic),Vizag,Coal,143581,22.04,2021-07-07/2021-07-11,Spot
2025-10-31,Grand Horizon,79451,Gladstone,Gangavaram,Coal,74681,15.45,2025-11-15/2025-11-18,Time Charter
2022-08-18,Southern Navigator,80680,Taboneo,Gopalpur,Coal,76763,9.33,2022-08-26/2022-09-01,Spot
2021-11-21,Royal Endeavour,77406,Gladstone,Gopalpur,Coal,67267,16.09,2021-12-02/2021-12-08,Spot
2021-09-22,Crown Progress,78422,Baltimore,Dhamra,Coal,74182,34.9,2021-09-30/2021-10-04,COA
2024-09-06,Royal Fortune,171286,Nacala,Paradip,Coal,159586,24.28,2024-09-23/2024-09-28,Spot
2020-10-27,Southern Phoenix,77297,Beira,Haldia,Coal,74029,17.45,2020-11-15/2020-11-20,Spot
2022-02-19,Western Pride,76601,Muara Pantai,Dhamra,Coal,66179,8.38,2022-02-27/2022-03-04,COA
2022-02-19,Grand Falcon,80765,New Orleans,Paradip,Coal,69602,31.19,2022-03-09/2022-03-13,Spot
2021-05-25,Global Navigator,76381,Taboneo,Gangavaram,Coal,72640,13.15,2021-06-14/2021-06-21,Spot
2022-08-18,Western Navigator,169059,Dalrymple Bay,Vizag,Coal,159944,13.13,2022-08-26/2022-08-30,Spot
2024-08-07,Silver Discovery,79663,Taboneo,Dhamra,Coal,71563,11.6,2024-08-19/2024-08-23,Spot
